lad22cd,lad22nm,category,count_21
E09000018,Hounslow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,4411
E09000018,Hounslow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,251
E09000018,Hounslow,Europe: Other Europe: Rest of Europe: Turkey,769
E09000018,Hounslow,Europe: Other Europe: Rest of Europe: Other Europe,6098
E09000018,Hounslow,Africa: North Africa,3081
E09000018,Hounslow,Africa: Central and Western Africa: Ghana,1197
E09000018,Hounslow,Africa: Central and Western Africa: Nigeria,1205
E09000018,Hounslow,Africa: Central and Western Africa: Other Central and Western Africa,1055
E09000018,Hounslow,Africa: South and Eastern Africa: Kenya,3755
E09000018,Hounslow,Africa: South and Eastern Africa: Somalia,3032
E09000018,Hounslow,Africa: South and Eastern Africa: South Africa,1123
E09000018,Hounslow,Africa: South and Eastern Africa: Zimbabwe,569
E09000018,Hounslow,Africa: South and Eastern Africa: Other South and Eastern Africa,4084
E09000018,Hounslow,Africa: Africa not otherwise specified,99
E09000018,Hounslow,Middle East and Asia: Middle East: Iran,1491
E09000018,Hounslow,Middle East and Asia: Middle East: Iraq,1038
E09000018,Hounslow,Middle East and Asia: Middle East: Other Middle East,3041
E09000018,Hounslow,Middle East and Asia: Eastern Asia: China,948
E09000018,Hounslow,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),1073
E09000018,Hounslow,Middle East and Asia: Eastern Asia: Other Eastern Asia,622
E09000018,Hounslow,Middle East and Asia: Southern Asia: Afghanistan,6444
E09000018,Hounslow,Middle East and Asia: Southern Asia: India,38028
E09000018,Hounslow,Middle East and Asia: Southern Asia: Pakistan,8255
E09000018,Hounslow,Middle East and Asia: Southern Asia: Bangladesh,1380
E09000018,Hounslow,Middle East and Asia: Southern Asia: Sri Lanka,2392
E09000018,Hounslow,Middle East and Asia: Southern Asia: Other Southern Asia,3443
E09000018,Hounslow,Middle East and Asia: South-East Asia: Philippines,2365
E09000018,Hounslow,Middle East and Asia: South-East Asia: Malaysia,547
E09000018,Hounslow,Middle East and Asia: South-East Asia: Singapore,346
E09000018,Hounslow,Middle East and Asia: South-East Asia: Other South-East Asia,1483
E09000018,Hounslow,Middle East and Asia: Central Asia,174
E09000018,Hounslow,The Americas and the Caribbean: North America: United States,1383
E09000018,Hounslow,The Americas and the Caribbean: North America: Canada,395
E09000018,Hounslow,The Americas and the Caribbean: North America: Other North America,15
E09000018,Hounslow,The Americas and the Caribbean: Central America: All Central American countries,165
E09000018,Hounslow,The Americas and the Caribbean: South America: All South American countries,2449
E09000018,Hounslow,The Americas and the Caribbean: The Caribbean: Jamaica,654
E09000018,Hounslow,The Americas and the Caribbean: The Caribbean: Other Caribbean,860
E09000018,Hounslow,Antarctica and Oceania: Australasia: Australia,821
E09000018,Hounslow,Antarctica and Oceania: Australasia: New Zealand,429
