category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013636,East Finchley,1918,1926,-8
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013637,Edgware,1964,2028,-64
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013638,Edgwarebury,1050,1217,-167
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013639,Finchley Church End,2213,2291,-78
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013640,Friern Barnet,2132,2329,-197
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013641,Garden Suburb,1405,1452,-47
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013642,Golders Green,1133,1081,52
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013643,Hendon,2019,2046,-27
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013644,High Barnet,1436,1451,-15
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013645,Mill Hill,2008,2073,-65
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013646,Totteridge & Woodside,1581,1474,107
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013647,Underhill,1454,1451,3
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013648,West Finchley,2179,2351,-172
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013649,West Hendon,1620,1448,172
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013650,Whetstone,1280,1165,115
Occupancy rating of bedrooms: +1,E09000003,Barnet,E05013651,Woodhouse,1525,1581,-56
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013652,Belsize,2048,2094,-46
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013653,Bloomsbury,1185,1292,-107
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013654,Camden Square,839,710,129
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013655,Camden Town,798,677,121
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013656,Fortune Green,1347,1268,79
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013657,Frognal,1086,1047,39
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013658,Gospel Oak,1276,1252,24
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013659,Hampstead Town,1214,1261,-47
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013660,Haverstock,1317,1282,35
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013661,Highgate,1148,1129,19
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013662,Holborn & Covent Garden,1217,1319,-102
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013663,Kentish Town North,817,791,26
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013664,Kentish Town South,1171,1062,109
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013665,Kilburn,1184,1130,54
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013666,King's Cross,1010,789,221
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013667,Primrose Hill,1681,1738,-57
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013668,Regent's Park,1037,1237,-200
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013669,St Pancras & Somers Town,1030,1077,-47
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013670,South Hampstead,1767,1583,184
Occupancy rating of bedrooms: +1,E09000007,Camden,E05013671,West Hampstead,1435,1338,97
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013672,Arnos Grove,829,941,-112
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013673,Bowes,904,1019,-115
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013674,Brimsdown,1384,1637,-253
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013675,Bullsmoor,1047,1094,-47
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013676,Bush Hill Park,1462,1678,-216
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013677,Carterhatch,995,1101,-106
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013678,Cockfosters,1077,1016,61
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013679,Edmonton Green,1268,1400,-132
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013680,Enfield Lock,1487,1771,-284
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013681,Grange Park,915,940,-25
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013682,Haselbury,1521,1573,-52
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013683,Highfield,1009,1003,6
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013684,Jubilee,1428,1631,-203
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013685,Lower Edmonton,1417,1569,-152
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013686,New Southgate,1181,1135,46
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013687,Oakwood,1020,1138,-118
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013688,Palmers Green,981,1057,-76
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013689,Ponders End,961,1102,-141
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013690,Ridgeway,1766,1909,-143
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013691,Southbury,1635,1729,-94
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013692,Southgate,1736,1892,-156
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013693,Town,1671,1751,-80
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013694,Upper Edmonton,1241,1293,-52
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013695,Whitewebbs,1821,2025,-204
Occupancy rating of bedrooms: +1,E09000010,Enfield,E05013696,Winchmore Hill,1024,1186,-162
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013697,Arsenal,1442,1186,256
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013698,Barnsbury,1522,1569,-47
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013699,Bunhill,1380,1352,28
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013700,Caledonian,1194,1108,86
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013701,Canonbury,1580,1645,-65
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013702,Clerkenwell,1539,1577,-38
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013703,Finsbury Park,1167,1019,148
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013704,Highbury,1727,1593,134
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013705,Hillrise,1527,1434,93
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013706,Holloway,1299,1236,63
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013707,Junction,1359,1280,79
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013708,Laycock,1433,1307,126
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013709,Mildmay,1572,1579,-7
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013710,St Mary's & St James',1622,1463,159
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013711,St Peter's & Canalside,1398,1187,211
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013712,Tollington,1470,1363,107
Occupancy rating of bedrooms: +1,E09000019,Islington,E05013713,Tufnell Park,1381,1238,143
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013714,Bellingham,1134,1256,-122
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013715,Blackheath,2153,2127,26
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013716,Brockley,2010,1872,138
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013717,Catford South,1714,1714,0
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013718,Crofton Park,1876,2051,-175
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013719,Deptford,1631,1307,324
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013720,Downham,2128,2221,-93
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013721,Evelyn,1509,1086,423
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013722,Forest Hill,1875,1912,-37
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013723,Grove Park,1904,2026,-122
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013724,Hither Green,2151,2182,-31
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013725,Ladywell,1698,1672,26
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013726,Lee Green,1836,1941,-105
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013727,Lewisham Central,884,434,450
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013728,New Cross Gate,810,745,65
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013729,Perry Vale,2201,2298,-97
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013730,Rushey Green,1994,1848,146
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013731,Sydenham,2053,2075,-22
Occupancy rating of bedrooms: +1,E09000023,Lewisham,E05013732,Telegraph Hill,1761,1701,60
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013733,Addison,818,785,33
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013734,Avonmore,944,962,-18
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013735,Brook Green,942,988,-46
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013736,College Park & Old Oak,931,862,69
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013737,Coningham,1067,1035,32
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013738,Fulham Reach,1326,1330,-4
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013739,Fulham Town,917,857,60
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013740,Grove,902,894,8
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013741,Hammersmith Broadway,836,668,168
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013742,Lillie,778,645,133
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013743,Munster,1633,1638,-5
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013744,Palace & Hurlingham,1376,1459,-83
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,831,827,4
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013746,Ravenscourt,799,776,23
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013747,Sands End,1541,1404,137
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013748,Shepherd's Bush Green,484,430,54
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013749,Walham Green,904,881,23
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013750,Wendell Park,759,764,-5
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013751,West Kensington,976,1044,-68
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013752,White City,895,825,70
Occupancy rating of bedrooms: +1,E09000013,Hammersmith and Fulham,E05013753,Wormholt,763,788,-25
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013754,Beddington,1408,1487,-79
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013755,Belmont,1233,1387,-154
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013756,Carshalton Central,1535,1588,-53
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013757,Carshalton South & Clockhouse,1056,1079,-23
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013758,Cheam,1112,1139,-27
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013759,Hackbridge,890,771,119
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013760,North Cheam,1493,1536,-43
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013761,St Helier East,953,971,-18
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013762,St Helier West,1401,1431,-30
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013763,South Beddington & Roundshaw,985,1025,-40
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013764,Stonecot,952,981,-29
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013765,Sutton Central,1376,1307,69
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013766,Sutton North,1434,1595,-161
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013767,Sutton South,1547,1791,-244
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013768,Sutton West & East Cheam,1530,1635,-105
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013769,The Wrythe,1301,1323,-22
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013770,Wallington North,1544,1612,-68
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013771,Wallington South,1269,1450,-181
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013772,Worcester Park North,1215,1203,12
Occupancy rating of bedrooms: +1,E09000029,Sutton,E05013773,Worcester Park South,867,982,-115
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013774,Barnes,1152,1245,-93
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013775,East Sheen,1061,1201,-140
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013776,Fulwell & Hampton Hill,1496,1450,46
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013777,"Ham, Petersham & Richmond Riverside",1534,1684,-150
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013778,Hampton,1286,1305,-19
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013779,Hampton North,1213,1338,-125
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013780,Hampton Wick & South Teddington,1392,1346,46
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013781,Heathfield,1094,1194,-100
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013782,Kew,1590,1637,-47
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013783,Mortlake & Barnes Common,1766,1863,-97
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013784,North Richmond,1381,1408,-27
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013785,St Margarets & North Twickenham,1511,1572,-61
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013786,South Richmond,1649,1741,-92
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013787,South Twickenham,1371,1477,-106
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013788,Teddington,1406,1555,-149
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013789,Twickenham Riverside,1566,1628,-62
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013790,West Twickenham,1520,1605,-85
Occupancy rating of bedrooms: +1,E09000027,Richmond upon Thames,E05013791,Whitton,1305,1425,-120
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013792,Abbey Road,1680,1815,-135
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013793,Bayswater,1551,1699,-148
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013794,Church Street,772,843,-71
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013795,Harrow Road,1136,1133,3
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013796,Hyde Park,1143,1329,-186
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013797,Knightsbridge & Belgravia,1445,1937,-492
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013798,Lancaster Gate,1479,1707,-228
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013799,Little Venice,1353,1460,-107
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013800,Maida Vale,1513,1631,-118
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013801,Marylebone,2118,2409,-291
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013802,Pimlico North,1402,1538,-136
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013803,Pimlico South,1185,1370,-185
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013804,Queen's Park,1224,1203,21
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013805,Regent's Park,1680,1977,-297
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013806,St James's,1422,1396,26
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013807,Vincent Square,1428,1473,-45
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013808,West End,1607,1970,-363
Occupancy rating of bedrooms: +1,E09000033,Westminster,E05013809,Westbourne,913,917,-4
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013810,Abbey,1341,1395,-54
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013811,Cannon Hill,1064,1037,27
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013812,Colliers Wood,1361,1316,45
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013813,Cricket Green,1027,1108,-81
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013814,Figge's Marsh,953,964,-11
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013815,Graveney,1101,1129,-28
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013816,Hillside,1227,1311,-84
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013817,Lavender Fields,1212,1217,-5
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013818,Longthornton,1152,1173,-21
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013819,Lower Morden,1361,1412,-51
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013820,Merton Park,842,898,-56
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013821,Pollards Hill,1012,974,38
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013822,Ravensbury,1064,1134,-70
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013823,Raynes Park,1678,1748,-70
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013824,St Helier,1207,1295,-88
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013825,Village,1238,1396,-158
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013826,Wandle,918,915,3
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013827,West Barnes,1085,1201,-116
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013828,Wimbledon Park,1021,1028,-7
Occupancy rating of bedrooms: +1,E09000024,Merton,E05013829,Wimbledon Town & Dundonald,1516,1625,-109
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013882,Cann Hall,1363,1370,-7
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013883,Cathall,926,834,92
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013884,Chapel End,1619,1516,103
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013885,Chingford Green,1498,1570,-72
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013886,Endlebury,1030,1101,-71
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013887,Forest,1331,1205,126
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013888,Grove Green,1700,1412,288
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013889,Hale End & Highams Park South,987,964,23
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013890,Hatch Lane & Highams Park North,1510,1695,-185
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013891,High Street,1203,966,237
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013892,Higham Hill,1357,1231,126
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013893,Hoe Street,1487,1288,199
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013894,Larkswood,1516,1444,72
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013895,Lea Bridge,1550,1196,354
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013896,Leyton,1254,1064,190
Occupancy rating of bedrooms: +1,E09000031,Waltham Forest,E05013897,Leytonstone,1262,1210,52
